Review Number,Source,Location,Review
1633,Trust Pilot ,NA,I called I forgot his name coz someone did a cheque transaction of my account and it's very weird coz they are hiring people who doesn't even know their job. I thought he can open my account and can check because he even asked my card number but he keep asking if I did a transaction using my debit card. Even told him no. Then he just advise me to go to my bank and bring 2 pcs of ID coz they can't check if the transaction is a cheque. Advise if their is a fraud or scam using your account in Scotia don't call their fraud customer service go straight to the bank. This people are useless.
1634,Trust Pilot ,NA,"There is no way to do e-transfers other than interac.If your interac is set as your Scotiabank acct and you want to transfer yourself some money to another account, or transfer to someone without interac, you have to go in to a branch and WIRE IT like youre in the 1940's! Not sure if this is a scotia-specific problem or a canada-wide problem but coming from Australia where you can do whatever you need online, this feels insane."
1635,Trust Pilot ,NA,"Nothing but a run around. Call CENTRE said I had to go to the branch in Peterborough. They made an appointment for me and called me the day before to ask what I needed to be do. I explained what was needed.When I went to the branch today. Hunter Street, seen Kate.She said nothing they could do.Was asking about an interest loan rate and all as I got was the run around.I mostly deal with the TD and now I know why. Way better service at TD.If you are looking for a bank Look elsewhere"
1636,Trust Pilot ,NA,First of all poor costumer service . Second they block the account without any notice. Third sometimes you don't have access to the mobile banking app. Overall its a cheap bank only frustrating people.
1637,Trust Pilot ,NA,"Clients should be made aware that Scotiabank's 12 month ""no Interest"" (visa) offer ends up being a scam. You are given the offer that clearly says if the amount borrowed is paid in full within 12 months you will not be charged interest, so you pay this amount as per your agreement, in full and on time. What you are not told is that, if there is any other balance owing (ie you took advantage of a later second no interest offer) that only a portion of your payment goes toward the no interest amount due, and the rest goes to pay towards a different amount, ie the amount that isn't due for months from now. Then what happens? You now have to pay 22.9% on the balance that you thought you paid off. This should have been explained up front so an intelligent decision could have been made, not to accept the offer!"
1638,Trust Pilot ,NA,"Don’t fall for their promises, they lured me in with great expectations of their flex line for small businesses. I jumped through all their hoops, had to get family involved, a lot of Lawyer fees, to submit my application for the flex line that they verbally told me was a sure thing. I zeroed out all my available cash to pay off any outstanding balances. And then they denied me! They were more interested in writing me a mortgage at 6% for a property that I own mortgage free, before they would issue the flexline, which would have no value, because of the mortgage they wanted to write for me.  Liars, left me hanging large!  A neighbour of mine had the similar experience with them."
1639,Trust Pilot ,NA,"Unprofessional and untrained customer service. Rep don't have Knowledge about banking features and product. Very disappointed, long 30 to 40 mins waiting for call center and when they picked call, none was helping, only waste of time."
1640,Trust Pilot ,NA,Garbage bank. I cannot get a credit card a tfsa or overdraft with a credit score of 854. Their bank app does not work. They have started reversing my property tax payments and now I am being fined by the city. Avoid this bank at all costs. They also hold all deposits including cash for over 10 days. Zero customer service
1641,Trust Pilot ,NA,"I have had a number of problems banking with Scotiabank over the past two years. Account withdrawals from one branch to another in Euros is impossible. Customer service is lousy: tellers are frequently busy and when you offer to come back another time to get foreign currency they do not serve you when you return, but make your wait in line to start the whole process over again. Credit card application for a Passport card was approved then cancelled by the branch for no apparent reason. Luckily, I bank at other banks and investment firms and have other credit cards including US-based cards. Lately, I am unable to log into Scotia bank despite providing the correct password, as well as code sent to my mobile.  I must get around to moving my funds out of Scotiabank. I recommend you bank elsewhere."
1642,Trust Pilot ,NA,This bank is a joke when it comes to their respected clients. Being their client means you are just there for them to make money of you. They don't have your back.  Within a month this bank cost me almost 5000$ . Without any concern for their client. Instead of having my back they took a person whom is not a customer of theirs back . Even with proof and evidence showing that they are doing me wrong.  This is why I would never ever keep money in their account. Just so you know. Wanna hear my story about it contact me. polegromark it's a Gmail dot com
1643,Trust Pilot ,NA,I've been banking with scotiabank for years. A new manager started at pilot sound bank. She is the worst. I get a pension from the states. The bank only let's me have $200 and holds the rest for 20 days.  So I never have enough to cover bills as I  live on a fixed income. The bank don't care I'm falling behind on bills cause of this hold. This is the second month they are doing this to me. The worst customer service ever.
1644,Trust Pilot ,NA,Just a useless bank all the way around. My local branch is closed from 11:30 am to 1:00 pm every business day and the tellers then close at 3:00 pm. I'm switching to another bank after the pay deposit fiasco today. I'm done!!
1645,Trust Pilot ,NA,LATEST SCAM IS DO NOT CLICK ON TRANS UNION WHEN YOU SIGN ON TO YOUR ONLINE ACCOUNT.  APPARENTLY BY CLICKING ON TRANSUNION I SOMEHOW ENROLLED IN A $30/MONTH CREDIT MONITORING SERVICE.  I NEVER SIGNED UP FOR THIS! DO NOT CLICK ON IT.  IT'S A SCAM!
1646,Trust Pilot ,NA,"I was clearly robbed from 720 Le Corbusier almost two years ago. They had me arrested for fraud, took my debit card with $391,000 in it. Tried saying I was a fraud. That was January 17, 2023 then Febuary 20, 2023 the police told me everything was alright and referred me back to Scotiabank for my accounts. Do you know I'm still fighting and waiting for my debit card and money. Out of $ 391,000 I admit I spent around $50,000 before they took my account away. But the problem is now they say with thier corrections I only have $144,000 left in that account. So basically they're trying to steal right from under my nose by law almost $200,000. I beg you please don't have anything to do with Scotiabank. I've almost starved for real three times now. It's gauranted ran by bikers."
1647,Trust Pilot ,NA,"Just another bigger than life bank. They show a good front with their marketing but have nothing to back it up. I was a Scotiabank customer for 20 years, but with their new found fame through movies and scene points at grocery stores, the customer no longer matters. This has been a sad transition to a bank like TD and Royal. They will not get my business and you should direct yours to someone else as well."
1648,Trust Pilot ,NA,"Most car loans I've always had buying off a lot deal has been with the Scotia Bank. I finished paying a 8 year no interest loan last September never defaulting or missing a payment. What really gets my goat is after my last payment I never recieved a Thank you for your business, or any notification in 8 years to make me think I was even a customer. This was the same case when Covid and they held off my payments because of my finances. It was very nice but they slammed me with interest for that time. So my loan dragged out to 9 years and no communication from Scotiabank. Guess they were done with me although my phone rang with marketer's asking if I wanted a Scotiabank visa card.  1 star for NO communication with me as a customer in almost 9 years."
1649,Trust Pilot ,NA,TotAly usless customer service. Not one of them has the same answer to any problem you have. Most of them don't understand English so put yourself on repetitive mode.
1650,Trust Pilot ,NA,"They really messed up. They took forever to deposit my funds into my’A   s   l   l   c    account, causing me to miss out on a great opportunity. It’s a good thing I moved out most of my money sooner. I will definitely find a better for company to manage my money."
1651,Trust Pilot ,NA,"I have reached out to Scotiabank on multiple occasions and met with some of their representatives and they were quite nice. BUT when it came to follow up and actual substance all those nice things quickly evaporated. I withdrew my funds and went into the branch as instructed by a Scotiabank representative to close my 2 accts and had 1 closed successfully, then upon closing the other account the clerk stated there was a FEE owing for March 2024. I told her that i talked with a rep on the phone and she instructed me what to do, i had the minimum balance not to pay the monthly but then when i happen to be closing it they hit me with the fee. I told them NO im not paying it, and i havent been allowed to close that acct yet. Im waiting days now for a Rep to call me about my complaints. My guess is their delaying to collect another fee, LOL !!"
1652,Trust Pilot ,NA,"I called visa to put a hold on my credit card of 40 plus years , agent said when I’m ready to call and reinstate it , I did that and they cancelled my card and I have to wait 2 weeks for a new card !!! I didn’t cancel my card only put it on hold ,, they cancelled my card!! Bad bad service"
1653,Trust Pilot ,NA,I called this morning and talked to the manager  Issac badge number is VA 22145  the call centre . He was very rude and very unprofessional on the phone. He didn’t even ask me what my concern was and told me that he can’t help me . I gave him all the information about me and that I have an account with Scotia bank . He didn’t even care to listen to my concern. I will cancel all my accounts with scotia bank and go to another bank who are willing to help
1654,Trust Pilot ,NA,Changed my device and was locked out of online banking. It takes forever to talk to someone on the phone from customer service to help with this so I visited the branch. All that was wrong with my account was the verification of my identity. I was at the branch with all my IDs including my passport and they told me I had to call the number where it takes forever to talk to someone so that they can verify my identity on the phone... because they can't possibly verify my identity PERSONALLY.
1655,Trust Pilot ,NA,"The Scotiabank app is horrible.  I don't know how many times I've tried to get into my savings account or pay a bill and the app tells me I have to open an account.   Right now I have NO ACCESS to my MONEY at 5pm on a Sunday because of ""maintenance."" I'm standing outside Walmart about to grocery shop and have no access to my savings account, the only money I had.  I put this money aside for groceries and now can not use it!!  FIX THIS HORRIBLE POLICY!!"
1656,Trust Pilot ,NA,Customer service is rude. Do not call the 1800  number. You give them all your information and they say its not you. Do not use this bank. I cannot get into online banking no matter what device I use. Do not go to this bank they are rude and disrespectful time to change banks!
1657,Trust Pilot ,NA,"The app can't even verify me with my phone number. I had to reset the app today. It wouldn't allow me to sign in. It wouldn't allow me to sign in on my laptop either. Two step verification doesn't even work. I would give this zero stars if i could. Their update on their mobile app was horrible too. They made it more convoluted and messy looking. I liked the old one better. It was simpler. I tried calling in to their customer service just now and it's at least a 45 min wait! I just want to sign in to my app like i've always done. Just today, it wants to give me a hard time."
1658,Trust Pilot ,NA,"Scotia block my card after I tried paying a phone bill online then when I call customer service no help pure run around.  To cut a long story short, when I decided to close my account with them, they block me from my account telling me to contact customer service. All because I am not in Jamaica but believe you me, I have had it with them, and I am done with them. One way or the other I am closing my account for good. Too much stress!!!!!!! Every time I call them, they put me on hold forever then redirect me to email instructing me to fill out a form online. I am so frustrated with them and their nonsense. Every time I call customer service is a different story and I'm still not getting anywhere with them. Customer service is very, very POOR!!!!!! I'm SICK of Scotia bank and their foolishness."
1659,Trust Pilot ,NA,"If I can rate 0 star. It is. Waiting ONE hour. Please continue to hold. Oh common. When you get money in my ACCOUNT speeds like tornado as fast. When I need help what happened is that very simple things I need specific.the account loan is fully paid write down the amount that is already paid. And you sent email and not even completed,COMMON” I hate to say this but.DO your job right"
1660,Trust Pilot ,NA,"Good Day.I opened an account at scotiabank AV Constituyentes ESQ 10.  There process is to sign on to there Scotia App ScotiaMóvil and request a e-Token.  It is suppose to take 2 minutes.  I have been trying to get this token since Jan 2nd 2024, it is now Jan 19th.  All i hear is wait 24 hrs followed by wait 72 hrs.  If you want a bank that supports their clients don't go to ScotiaBank."
1661,Trust Pilot ,NA,"Worst bank I have ever dealt with, they are keep reducing my credit card limit without my consent. I occasionally transfer money to my other bank accounts as I have owned my own business and I have multiple bank accounts, if I happened to transfer money to my other bank accounts via scotia bank transfers taking forever to reach."
1662,Trust Pilot ,NA,"Terrible bank for businesses. Scotia bank will hold all paper cheque deposits for the maximum amount of time regardless how long the company has done business, or the amount of volume. The call centre states that you need to build a relationship with the branch manager and small business advisor.  The advisor at the branch states that comment is a lie and the call centre is scripted to say that. The small business advisor stated they can loose their jobs if they don't place a hold on deposits and the most they are authorized to release is 5000.00. When your business does excess of 2million annually with Scotia bank and the best the can do is 5000. I have had up to 86000 of revenue on hold and the bank has bounced my auto payments. Been with this bank for over 15 years.. Time to move on.."
1663,Trust Pilot ,NA,"Scotiabank was not able to tell me when a charge was put through to my account by a payee (only that there was a 24 hour window); then told me if I put the money in that day I would probably not be charged an NSF fee of $48 and if I was to be charged this fee, the bank would reverse it.  The bank charged me and then refused to reverse it.  Very poor customer service & I would highly recommend dealing with different bank for better customer service."
1664,Trust Pilot ,NA,Stole 200$ out of my account because of some fine print I signed when I signed up. Wouldn't pay it back. Plus they lock me out of my account everytime I try to sign in
1665,Trust Pilot ,NA,"I contacted Scotiabank support and investigation regarding someone adding my credit card to his Apple Pay and paying with it in Alberta (I live and have been in Ontario this entire time. Transactions show that  money was withdrawn from the card simultaneously in different provinces on the same day).  At the same time, I didn’t leave my credit card information to anyone and I don’t even use Apple Pay or an iPhone, I have a Sumsung. Moreover, it is impossible to add a credit card to Apple Pay without confirmation from the bank, which means it is Scotia bank's fault.  I'm surprised how the bank confirmed the addition of my credit card to someone's Apple Pay and still can't answer who it sent the confirmation to. The bank promised to conduct an investigation and return the money within a month.  More than a month has passed, but I still have not received any news from your bank.  It's good that I have a limit on my Schotiabank credit card.  I don't consider this bank safe!"
1666,Trust Pilot ,NA,"I had just opened an account at Scotiabank and after only 4 HOURS they closed my account and took my card then told me that I was terminated and no longer able to bank with Scoitabank ever again... And to boot they won't give an answer as to why and not one person at the bank or there customer service could answer my question of why, would not recommend what so ever choose TD bank over Scotiabank"
1667,Trust Pilot ,NA,Reported lost credit card and was told card was locked Nov 1 2023Transactions went through for another monthCalled many times from out of country w cost of many dollarsNo cancellation of charges as promised so cancelled card and was charged w interestBut bns stockIn 1 year when they figure it outBut do not bank w themI have been a large customer for 45 yearsBut moved onGood luck bnsYou need it
1668,Trust Pilot ,NA,"I was NOT IMPRESSED with the customer service at the Dundas and Appleby location in Burlington. I will NOT be investing any money here in the future. I went in to deposit an inheritance cheque, a 6 figure amount. After the hold was released, I went in to withdraw the amount,and the manager asked me ""Who died"" and ""What am I going to do with the money,"" the former being an incredibly inconsiderate and disrespectful question. When I took the cheque to an outside investment advisor, the ink was too light to even be read by the scanner, and I had to go BACK to Scotiabank to reissue a NEW cheque. They told me it is not their fault as their printer doesn't have ink....so I had to put the money back into my account and waIt ANOTHER 5 business days to take it out and wire it to my outside investor.I will NOT BE investing anything at Scotiabank and I'm VERY happy that I did not proceed with a TFSA or RRSP there."
1669,Trust Pilot ,NA,"DO NOT GO WITH SCOTIABANK ! I WOULD MOVE ALL MY BUISNESS !! Carla Bunch the NOW former Manager of the Lower Sackville, NS Branch went on a power trip and closed customer's account before leaving ! NO WARNING NO NOTICE !!!HAPPY NEW YEARS TO ME !!!!  KARMA IS GOING TO FIND YOU !"
1670,Trust Pilot ,NA,"THE WORST!!!people at the beach are the only saving grace of this bank.The call centre has been a monstrous experience. Rude staff who refuse to transfer you to a manager.Save yourself and choose, LITERALLY any other bank!!"
1671,Trust Pilot ,NA,After having a terrible experience with the experience manager of all people I sent an email to the branch manager who logged the complaint but fabricated the story saying things that just didn’t take place in the interaction with experience manager. I replied thanking him for the logged complaint but pointed out that the comments his experience manager claimed just weren’t what happened. I then asked him to work with me to rectify the problem rather than just logging a complaint. He then went and wrote a letter saying the bank is ending thier business relationship with me. This is absurd he logged a complaint so then when I ask for apology they threaten to close down accounts.Very unprofessional team at Scotiabank london Southdale Kevin Stover the branch manager is extremely unprofessional and handles this very poorly so we closed all of our accounts after reading his letter that was clearly him trying to bully us. Don’t bank here it’s atrociously unprofessional and extremely rigid policies. The manager and the experience manager both have terrible attitudes for customer service.
1672,Trust Pilot ,NA,Terrible. Ask for an annual statment for my car loan and they said 10 business days through mail. And if I dont received it i need to request again and it would take another 10 business days!!!!!!!!!!!! As it is more secure- how mail can be secure?????Just place in to my account. My last business with this bank.
1673,Trust Pilot ,NA,"The Scotia bank 885 Lawrence ave east has the worst bank machines. Can’t withdraw money, can’t make bill payments. Sometimes I withdraw cash to pay my visa, and the machine doesn’t except the cash that was just withdrawn."
1674,Trust Pilot ,NA,"How the hell in 2024, I can't transfer money to other bank accounts within Canada online? Do I need to go to a bank like a medieval area? No thanks, I am coming to close everything with this bank. ( And need to stand with attitude of that lady in the branch)"
1675,Trust Pilot ,NA,"It feels like Scotia Bank is not at all interested in having valuable customers. Recently I had an issue with a wire to my account which has happened the 2nd time, so I brought this complaint up to the branch manager and with frustration I told her that I’m considering moving my money and investments to CIBC, her response to this was that she can help me send all my money to CIBC which felt like Scotia is not interested in assisting customers and keeping their business. The previous manager who took care of my past issues with Scotia Bank was highly professional and was kind enough to solve my problem and understood how frustrating the loss of someone’s money is."
1676,Trust Pilot ,NA,"Experienced confidentiality issues with an employee of Scotia Bank The Pas/OCN.  I sent a private text message to the executer of a familial estate in regards to some financial issues.  Shortly after I went over to the branch to ask a few questions, not regarding the text, I realized by the reactions of some of the employees when they saw me standing or heard me at customer service that this particular private text had been sent to a long time employee by the executor and that she had either shown or spoke of this text.  After 30 years at this branch of Scotia Bank I have decided to move my finances and those of family to another Financial Institution.  I think any kind of professional breach should end with termination of their job.  I know this won’t happen, so for my own peace of mind, considering it will probably happen again I will move on."
1677,Trust Pilot ,NA,Absolutely horrible - found out that Scotiabank was 'selling' my wife's information to a 3rd party without her authorization. My wife was receiving calls in the evening from a rep who wanted to discuss life insurance after she had opened a GIC and deposit. After I traced the call found the company was operated as a subsidiary of Scotiabank. My wife immediately emailed a complaint to Scotiabank notifying that a complaint with the Privacy Commissioner of Ontario would commence if further calls received infringing on my privacy. On going issue of cashing in a redeemable GIC - these people were not hired as financial advisors in addition refusing to release a redeemable GIC. Unbelievable.
1678,Trust Pilot ,NA,"I had requesed that my rsp funds be transferred out of Scotia Bank to another institution. The institution that sent the transfer request had contacted Scotia Bank numerous times that they had not recieved the funds and to send them over. After 40 days, I was informed that Scotia Bank had not sent the money, so I called them up. The Investment agent I spoke to said that the reason that the transfer did not take place and had been rejected is that the value amount on the transfer request did not match the exact value amount in the account, even though the request was for the ntire value of the account, and that a new request would be required. The interest being paid on the transfer account at Scotia Bank is 0.0100% in the mean time. It leaves me to wonder if this is a case of incompetance are down right crookedness."
1679,Trust Pilot ,NA,"My wife and I were initially motivated to open an account in order to obtain a travel credit card, specifically the VISA Passport Infinite with no foreign exchange fees. Although this bank ranks poor in many aspects I only want to write about the latest disappointment. Their chosen insurer for credit card services is Manulife, a despicable company in its own right. Together with Scotiabank they have chosen to not compensate victims of the political gamesmanship with India. India suddenly stopped issuing visas to all Canadians leaving those who had purchased an airline ticket to or from India in advance, up the proverbial creek without a paddle. Clearly an insurable event but a decision was made to cheat clients based on unrelated wording in the agreement. When we return to Canada we will be closing our account."
1680,Trust Pilot ,NA,"Terrible first impression. Could barely get through to speak to someone. Seems like I'm asking them for a favor to open up accounts. I have banking history with BMO, TD, and RBC. Scotia seems like they don't want your business or at least they will make it seem like that. Even if you are with them, they are hard to reach and will misinform you."
1681,Trust Pilot ,NA,Consistently being told to go to the branch when calling into the fraud department for unauthorized transactions. What’s the point of customer service. If I could rate a 0 I would.
1682,Trust Pilot ,NA,"Scotiabank are crook, staff doesn't look at it how they double charge interest on my line of credit. I pay it full but still at the end they still chargw more interest. Never ever do it again with them as they just want money from us."
1683,Trust Pilot ,NA,"Don't even wanna leave one star. Thanks to this banks weird account updates and not letting you access your accounts during them. Last week there was an update going on all day. Of course, the day my insurance comes out. I checked all day. Couldn't access my savings account. I needed to transfer money to my chequing from my savings account to pay my bill. I keep my money in my savings because I've had security issues with scotia in the past and they recommended the idea to me. So, I wasn't able to access my bank until literally the next day. Once I finally was able to transfer money I realized two days later that it had bounced. So $48 fee from scotia and $50 from my insurance. These updates happen so frequently. Yes on the weekends and late at night/early morning usually, but sometimes not. I'm really getting tired of my issues with scotia bank and the app itself and I want to leave but they want to charge me $100 just to close my account. Go to any other bank."
1684,Trust Pilot ,NA,"Wish I could give 0 stars. Blocked my card while travelling abroad. Their toll free number on the credit card did not work. Finally got through from ANOTHER number online. Was on an hour call with their customer service internationally. Got told I had to go to a branch to confirm my IDs. Since this awful bank has no rep in Europe, I had to wait until I got home. Went to a branch with my IDs. Got told I had to call the number on my credit card after. Wasted another hour just to be told I had to go to my home branch that I never knew about. After wasting DAYS and HOURS of my life, the issue is still not resolved. Do you guys even want me to pay off my card? I’m just trying to pay it but can’t even access my account."
1685,Trust Pilot ,NA,This bank is a nightmare. I been with them for over 20 years and lately having nothing but issues . They keep your money hostage. You get a government cheque if it's Ontario they hold it for 5 days. My husband gotten EI and it was on hold. I can't make my bills by all this holding cheques. And have to go different channels to get money that I put in a neutral funds. Or wait for days for an appointment to get my money is rediclous. Like I said I feel my money is hostage. And this bank makes me fall behind on bills.now that I have over bills 2000. They won't let me use my debit to pay it . With a low limit on my depit card .
1686,Trust Pilot ,NA,"I have credit cards with Scotiabank but no other services since I discharged my mortgage and line of credit.  Because of this I cannot do online banking.  Towards the end of a trip to Australia my Scotiabank visa was refused several times. Since I was almost ready to come home I thought I would wait to resolve the situation.  Today I've just had to make several different calls--the number on my card did not work, the number I looked up on line did not work, etc...The only voice I heard was automated--offering my a deal on a medical alarm device if I was eligible.  When I refused my line was disconnected instead of transferred. Then I was given a 4 digit number with the # sign to call--that didn't work either.  Finally I had to get out my paper bill to get a number from there.  Then I had to wait 10 minutes. There is more--but I don't want you to die of boredom! If I had tried to resolve this from Australia I would have been doomed!  As it is, the situation is still not resolved and I have cut up my cards!  What happened to the notifications if there was a transaction on my card?  what happened to commonsense security?  I can never get that time back and am absolutely furious.  Several million thumbs down."
1687,Trust Pilot ,NA,Worst bank ever been there 30 years will leave and take my mortgage elsewhere. HORRIBLE HORRIBLE SERVICE
1688,Trust Pilot ,NA,This bank is double charging interest and ripping off client when I borrow money in my line of credit. Will never used this bank again.
1689,Trust Pilot ,NA,Where is my damn paycheck Never as this happened to me The least u guys can do is give some kinda compensation but  nothing Last time I am dealing with this bank
1690,Trust Pilot ,NA,"Useless bank. They sent a card to my old address, but I can't login to the website to change the address and it tells me to call. I call them and they tell me to go into the branch. I don't even know why I have an account with them, but at this point I just want to close it and move on with my life."
1691,Trust Pilot ,NA,"Went to my branch (10years)\. New people. I went to make a cash withdraw of $2800. First thing they said was ""May we ask what is this money for?"". I said ""None of your business!"" Then I was asked to enter my PIN. OK. Then asked to see my ID. OK its a big cash amount, so I show my ID. Then they asked for my signature, my Mothers maiden name, something else. I said whats going on here??? I put in my pin, I showed my ID why am I being interrogated to take funds out of my own account???  ""This is our policy Sir. Its always been there, we just had the option not to ask for all the proofs of verification before, but now we have to.""SCOTIA BANK IS SYSTEMATICALLY TRYING TO CLOSE ALL IN PERSON BRANCHES AND MAKING IT AS DIFFICULT AND EXPENSIVE AS POSSIBLE TO USE A BRANCH AND TELLER. BYE BYE SCOTIA I AM FINISHED WITH YOUWHAT AN ABSOLUTE EVIL SINISTER COMPANY!!!!"
1692,Trust Pilot ,NA,"The WORST Bank in Canada. I'm not surprised to see 1.4 star review. They're losing money and desperate to get people's money.We had missed 2 car loan payments only because the mobile cheques deposited didn't go through right away. There was a hold. They NEVER gave us a call, email or registered mail to let us know that they will transfer it to 3rd party collection.   Our son's car was towed out of our driveway WITHOUT notice whatsoever. We actually thought it was stolen. We had to call the police to report.When i called Scotiabank ask for correspondence made to us, they DO NOT HAVE ANYTHING on file to prove that they even mailed us or emailed us or even called us to let us know of missed payments and that it will be sent to 3rd party if we didn't settle owing.  Had we known,  we would have rectified it asap. The person I talked to couldnt even tell me when I was called. When emails or mails were sent.NO PROOF. If we had known this sooner, there's no way that we would not settle this asap.All they said was I can file a complaint.$2000 of extra charges later just to get our son's car back. All because of inefficiency and negligence on their part. No courtesy to their customers. They do not deserve the people's business.NEVER Deal with SCOTIABANK!!!We always deal with Royal Bank for 30 years and we NEVER had experienced anything like this.Communication system with RBC is excellent while Scotiabank is POOOR. Shame on you!They do not even deserve a 1 STAR!"
1693,Trust Pilot ,NA,"Avoid Scotiabank at all costs!!!Do not use Scotiabank.  The worst of the bunch, Claims to be ethical,  but it is anything but. I have been a staff and a customer for the past 30 years, but I will move to another bank as soon as I can."
1694,Trust Pilot ,NA,Another really long line up and only 2 customer service reps. 1 manager not helping and it's but the lunch hour.
1695,Trust Pilot ,NA,"Phoned 2 weeks ago to get a bak card with my name on it, was told I would get it in 5 business days. 10 business days have gone by and no card. Phoned again and was told it was sent to old address. I updated my address 5 months ago at the branch, and they cant update it when you phone. So have to go back to the branch apparently to update address again. Bologne!!! My son in law went through the same thing, but he requested new card with name on it from the branch and it took 2 and a half months for him to get his, and couldn't use his account for some things for that time. S"
1696,Trust Pilot ,NA,Very bad service by a guy working in the credit card solution department. He talked to me so rudely.
1697,Trust Pilot ,NA,Worst service by Scotia Bank
1698,Trust Pilot ,NA,"In Scotiabank's wisdom, and to save a buck, they outsource their customer service to a foreign country. To add more insult, they hire customer service representatives who speak poor English. What exceptionally intelligent person came up with this idea?"
1699,Trust Pilot ,NA,"I Liked their customer service, very helpful and attentive, thank you."
1700,Trust Pilot ,NA,"The wait time is pathetic when you call their online customer service, it's min 30 mins wait time...how can one have that long wait time in today's world"
1701,Trust Pilot ,NA,"On April 4 I proceeded to make my CEBA payment as scheduled.On April 5 I went to verify payment only to find my Business account has been frozen. Same day I went to Scotia bank, 470 Charlemagne Blvd to inquire as to the issue.The bank manager saw me promptly to look into the issue but nothing could be done as there were no notes attached to the file ( Notes are required as per Bank policy ) so left unresolved.I myself contacted CRA and found the freeze was not initiated by CRA nor RQ.On April 9 I went the another Scotia bank 3888 Innes Rd to inquire. The Bank Manager mr. Iyak Onyeagwu saw me straight away and asked how much time I had as he would get to the bottom of the issue. In the 2hrs 30 min that followed he had spoked at least 6 different departments and traced the freeze to Scotia Bank, Green ave, Montreal and promptly contacted them. The Business manager stated there were no notes attached and could do nothing. Again.Expressing his frustration mr. Iyak Onyeagwu proceeded to engage with the manager at Scotia Montreal who just repeated there was nothing he could do as again there are no notes attached. Mr. Iyak Onyeagwu again expressed his frustration to the manager who stated he would not remove the freeze as he could not determine why the freeze was in place.As of May 2 2024 there has been no update, no contact and No resolve. I have not even been notified that the account has been frozen.Currently automatic withdrawal payments are being returned.Payments to CRA, BDC, telecommunications, Equipment are ALL bouncing as well as my credit score being affected.Is this the state of the Canada Banking system as where only ONE person is willing to take responsibility and is forced to deal with half a dozen people who don’t.No Accountability, Sincerely, Robert Alaous"
1702,Trust Pilot ,NA,"We were defrauded in Cabo San Lucas by car rental company U-Save Car & Truck Rental (usave.com) on Feb. 5/23 in the amount of $965. M/L on our Scotiabank AmEx credit card. The charge was unauthorized; Scotiabank does not have a record of the transaction or an imprint of the card. At the start of the 28 day rental U-Save put a Hold on our acct., which is customary for rentals. There were 2 items that were fraudulent charges, the rental rate and an additional liability insurance charge of US$420. A reservation confirmation with rates and insurance being noted as optional was submitted with our docs. Scotiabank (ECCO dept and CCAO) asserted we fully authorized the charge when in fact we were not present at U-Save on Feb. 5/23, nor was the credit card. SB claimed they could not investigate because there was no final receipt. OBVIOUSLY, we do not have a final receipt because Scotiabank has NO record of the transaction. We did NOT AUTHORIZE the merchant to charge our card.  For over a year we requested a final receipt from SB but they never even addressed the matter. Escalated to ECCO & CCAO, and then ADRBO (which is a joke, but they are no longer a consumer ombudsman in Canada effective Nov.1 thankfully). Got the same answer right down the line. Scotia disregarded or lost our complaint file for 117 days and will not acknowledge it! Fed. Gov't gives banks 56 days. FCAC now investigating - we hope. Scotia claims in their Banking Companion Booklet and on their website that the Scotiabank AmEx card is covered by the ""American Express Fraud Protection Guarantee"", which is a FALSE representation. A lie! Four AmEx agents over the past year have said they cannot investigate (apparently whether they'd determine fraud or not) due to their SB AmEx card being only a ""PARTNER"" card. Their agents will not comment about AmEx being the credit card network payment operator for Scotia. (SB is the only Canadian bank to issue an AmEx card in Canada other than AmEx itself.) In other words, Scotia authorized the fraudulent charge presumably. All phone agents for SB are offshore. An agent in South Africa confirmed this past March the lack of a record of our transaction and an imprint of our c/card. Took her 15 mins what SB Canada (Toronto) would not do in over a year! Never encountered such incompetence and lack of business ethics, principles and morals. That applies to both usave.com and Scotiabank!"
1703,Trust Pilot ,NA,Been a customer for over 10 years and they held my work check even tho I told them I needed it for food so been with out food for 4dayz now
1704,Trust Pilot ,NA,"This bank is a joke. They hold your access to your money. In my case, savings, that is needed. ""due to their maintenence"". When asked how long this would be. I was told 12 hrs. At 6 pm tonight I will have access to my money.I've opened an account with them 5 months ago and this is the 2nd time this has happened. I will never recommend this bank to anyone. I'm just so disappointed and have lost my trust. I will be closing my accounts with this bank."
1705,Trust Pilot ,NA,Incompetence at its finest. Just spoke with supervisor Carlos in the credit card department. Nothing good to say about him or the customer service experience. What a pretentious self serving and uncharacteristically uncaring member of the Scotiabank team. All I wanted was some non account specific information on a particular credit card feature and Carlos felt like he was the gatekeeper to Scotiabank’s riches by making me go through a completely unnecessary account verification. IT WAS NOT ACCOUNT SPECIFIC!!! Customer Service at Banks sucks in general but Carlos sucks a little more!
